GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
MGST2	TNXB	0	Coding_Random	0.4299734	0.13785884	0	0.469	0.232	0.268	0	0.299	0.023	0.08837338	0.829304	0.719003	0	0	0	0	0.1481	0.000459	0.000513	0.5392	0.63
PLCE1	HM13	0	Coding_Random	0.337809	0.105742	0	0.561	0.168	0.468	0	0.307	0.165	0.038448	1.086844	0.677733	0	0	0	0	0.3636	0.002747474	0.0046577067	0.5269	0
ZSWIM6	RSPH10B	0	Coding_Random	0.3505908	0.12989087	0	0.35533482	0.16188055	0.38706416	0	0.666	0.516	0.09246375	0.7017171	0.5220537	0	0	0	0	0.0909	4e-06	2e-06	0.5063149	0.060448036
MLKL	SNTG1	0	Coding_Random	0.163984	0.066537	0	0.815	0.439	0.679	0	0.21	0.156	0.108383	0.037928	0.037928	0	0	0	0	0.0385	5.6e-05	9.9e-05	0.622	0
RFTN1	LRRC71	0	Coding_Random	0.32845336	0.11564695	0	0.25644985	0.12971707	0.32760543	0	0.37159577	0.16360375	0.10906184	0.009049	0.009049	0	0	0	0	0.1111	0.0015	0.002648	0.5753	0.0441337
NDUFB7	VPS8	0	Coding_Random	0.264961	0.043399	0	0.128	0.179	0.612	0	0.473	0.255	0.110515	0.04547	0.045462	0	0	0	0	0	0.0011295743	0.0018923264	0.5176	0
EPG5	ABCG4	0	Coding_Random	0.7319234	0.2717746	0	1	0.355	0.425	0	0.58333534	0.23203489	0.085423	0.000456	0.000455	0	0	0	0	0.1	0.0020264746	0.0030485664	0.4251	1
UNC80	LCE1E	0	Coding_Random	0.29227442	0.09218374	0	0.125	0.137	0.54	0	0.32567903	0.14667876	0.11992364	0.140239	0.139439	0	0	0	0	0	8.3e-05	0.000145	0.394	0
TAS2R31	ZNF737	0	Coding_Random	0.22250356	0.04448601	0	0.098	0	0	0	0.29350442	0.105695106	0.119270526	2.6e-05	2.5e-05	0	0	0	0	0.4615	0.0012275338	0.0021660354	0.427	0
TSSK2	CCSER2	0	Coding_Random	0.14004953	0.0061552906	0	0	0	0	0	0.2079269	0.108366795	0.251147	0.479262	0.470949	0	0	0	0	0.0473799	9e-06	1.6e-05	0.5833	0
XKR5	R3HDML	0	Coding_Random	0.29633543	0.098667644	0	0	0	0.305	0	0.455	0.277	0.10882064	0.56000847	0.39187926	0	0	0	0	0.15693237	0.0014678148	0.0024542892	0.3648	0
MOV10L1	SMPD3	0	Coding_Random	0.309049	0.057016	1	0.268	0.199	0.562	0	0.36	0.206	0.095715	0.659196	0.659196	0	0	0	0	0.0556	8e-06	3e-06	0.5413	0
TBXAS1	KLHL2	0	Coding_Random	0.486118	0.155264	0	0.158	0.232	0.415	0	0.241	0.035	0.054895	0.998555	0.998555	0	0	0	0	0.1053	0.000527	0.000909	0.4602	0
EIF2A	SPEF2	0	Coding_Random	0.223535	0.000204	1	0	0	0	0	0.867	0.663	0.078102	0.000159	0.000159	0	0	0	0	0.2105	0.000956	0.001683	0.3824	0
XIRP1	SMARCE1	0	Coding_Random	0.36662	0.010194	0	0.497	0.277	0.348	0	1.077	0.917	0.103502	0.998188	0.998188	0	0	0	0	0	0.000695	0.001167	0.607	0
KNTC1	TMPRSS11B	0	Coding_Random	0.242073	0.048907	0	0.145	0.229	0.43	0	0.511	0.361	0.10892638	0	0	0	0	0	0	0.2727	5.5e-05	8e-05	0.5529	0
ZNF181	POU6F1	0	Coding_Random	0.18473378	0.016202675	0	1	0	0.644	0	0.195	0.071	0.138855	0.907559	0.907559	0	0	0	0	0.4615	0.0016502806	0.0028196133	0.4218	0
BHMT	SLC14A1	0	Coding_Random	0.505822	0.056537	0	0.055	0.173	0.337	0	0.142	0.044	0.10757898	0.000317	0.000317	0	0	0	0	0.0526	0.000607	0.001021	0.5575	0
MYO18A	OR2M3	0	Coding_Random	0.3289561	0.11802379	0	0.143	0	0.529	0	0.487	0.323	0.095482	1.066617	0.932218	0	0	0	0	0	0.000274	0.000443	0.52393806	0
HJV	UBALD1	0	Coding_Random	0.3886641	0.14693047	0	0.3270284	0.16621743	0.41023675	0	0.5838771	0.2776396	0.092394255	0.6432904	0.44080055	0	0	0	0	0.10291464	1.8e-05	2.2e-05	0.569	0.076694764
THAP12	PRKAA2	0	Coding_Random	0.36980766	0.14170708	1	0.369	0.366	0	0	0.57434875	0.27781257	0.09344664	0.64494735	0.4439033	0	0	0	0	0.0909	6.3e-05	7.5e-05	0.5453	0
ZCCHC7	TUBGCP4	0	Coding_Random	0.226793	0.016196	0	0.38126388	0.09335221	0.3464399	0	0.169	0.039	0.077217	0.005283	0.005283	0	0	0	0	0.5	6.5e-05	9.3e-05	0.4662	0.015904075
SCN7A	LTC4S	0	Coding_Random	0.202463	0.014522	0	0.062	0.104	0.267	0	0.172	0.032	0.095715	0.002169	0.002169	0	0	0	0	0.14545934	0.0011197894	0.0018988487	0.3457	1
TET1	ZNF766	0	Coding_Random	0.3132556	0.10260279	0	1	0	1	0	0.735	0.421	0.110638	0.999563	0.999563	0	0	0	0	0.381	1.1e-05	0	0.3192	0
CHD2	ASTN1	0	Coding_Random	0.220446	0.012893	1	0	0	0.229	0	0.598	0.394	0.096085	1.999416	0.000584	0	0	0	0	0.08	3.8e-05	6.4e-05	0.4963	0
SCYL2	ATP2A3	0	Coding_Random	0.390941	0.004962	0	0.054	0.288	0	0	0.32	0.098	0.098411	0.996279	0.867379	0	0	0	0	0.15	0.000903	0.000485	0.4413	0
TBC1D4	WDR92	0	Coding_Random	0.33211908	0.11775057	0	0.36	0	0	0	0.4955349	0.2496055	0.102753	0.805659	0.805659	0	0	0	0	0	0.000417	0.000204	0.3893	0
CELSR1	UBASH3A	0	Coding_Random	0.42229792	0.17704879	1	0.411	0.276	0.462	0	0.547	0.283	0.064628	0.999991	0.99999	0	0	0	0	0.1765	1.5e-05	8e-06	0.5452	0
SLC26A6	OR5D14	0	Coding_Random	0.331572	0.158229	0	0.174	0.156	1	0	0.36012724	0.19125147	0.052784	0.000847	0.000781	0	0	0	0	0	1.6e-05	3e-06	0.49897802	0
TBC1D3F	NPY2R	0	Coding_Random	0.29376188	0.08653708	0	0.283	0.091	0	0	0.49726054	0.23043841	0.126526	0.808775	0.431986	0	0	0	0	0.10601832	0.0009823275	0.0016880323	0.49900267	0
GOLGA6B	WASHC1	0	Coding_Random	0.37757283	0.14182375	0	0	0.201	0.665	0	0.51387787	0.23698841	0.09988379	0.5402001	0.3801482	0	0	0	0	0.0625	0.0010314364	0.0017025667	0.49653196	0
RAB6D	PARP10	0	Coding_Random	0.3257633	0.12347536	0	0.154	0.134	0.783	0	0.47126606	0.2440175	0.08624786	0.5540034	0.42444375	0	0	0.0007337551	0	0.04087212	0.0016161307	0.0028281123	0.5858	0
RIMBP2	WWC2	0	Coding_Random	0.198621	0.008545	0	0	0.206	0	0	0.476	0.268	0.093146	0.292607	0.292557	0	0	0.0011894592	0	0.04	6e-06	3e-06	0.6544	0
C21orf91	IGSF5	0	Coding_Random	0.185476	0.010082	0	0	0.064	0	0	0.375	0.187	0.200513	0.004846	0.004846	0	0	0	0	0.0526	1e-05	1.5e-05	0.5062	0
HSF2BP	CDCP1	0	Coding_Random	0.463608	0.260918	0	0.3232754	0.17801407	0.4060824	0	0.212	0.024	0.095715	0.021153	0.021153	0	0	0	0	0.0667	1.2e-05	1.5e-05	0.4386	0.08223608
SLC40A1	POGLUT3	0	Coding_Random	0.32586995	0.10700156	1	0.111	0.122	0.39	0	0.49521077	0.22002953	0.10222837	0.5446238	0.36843053	0	0	0	0.00038218783	0.17123775	0.000206	0.000349	0.3835	0
FAM221A	OTX1	0	Coding_Random	0.35054222	0.12671816	1	0.30782977	0.16636871	0.373658	0	0.43931523	0.21067767	0.1029313	0.219808	0.219808	0	0	0	0	0.0588	8e-06	3e-06	0.5623	0.061880935
MRPS22	NMRK1	0	Coding_Random	0.33957672	0.12857029	0	0.262	0.265	0.606	0	0.34303933	0.16605912	0.104109	0.00113	0.001002	0	0	0.003858399	0	0	0.000965	0.001615	0.5515	0
FOXO3B	KLK10	0	Coding_Random	0.32210684	0.12459895	0	0	0	0	0	0.41589585	0.21948816	0.12280094	0.49664924	0.41219768	0	0	0	0	0.125	0.0015219337	0.002713637	0.5954	0
PRAMEF2	KIFAP3	0	Coding_Random	0.31098393	0.10765038	1	0	0	0.784	0	0.362	0.228	0.095107	0.002539	0.001404	0	0	0	0	0	1.9e-05	3.3e-05	0.51269096	0
MYL6	L3MBTL3	0	Coding_Random	0.268879	0.072126	1	0.566	0	0.376	0	0.711	0.417	0.103123	1.256115	0.742882	0	0	0	0	0.3182	0.02481	0.043988	0.5714	0
CDH15	C5orf22	0	Coding_Random	0.222741	0.022586	0	0.3442449	0.16287188	0.34242302	0	0.223	0.013	0.110235	0.169565	0.169565	0	0	0	0	0.1429	4.8e-05	4.9e-05	0.5099	0.008633943
SALL4	SPEGNB	0	Coding_Random	0.33284244	0.107701845	1	0.3523542	0.15816836	0.3869962	9.955106e-07	0.5592034	0.26137492	0.09530108	0.6733154	0.43552294	0	0	0	0.0034053398	0.13707927	0.0021081583	0.0036007578	0.52	0.058049284
ATP5F1A	CYP11A1	0	Coding_Random	0.5110823	0.20846522	1	0.467	0.369	0.697	0	0.70506465	0.3061229	0.06857288	0.94151473	0.47927865	0	0	0	0	0.15925488	0.023211	0.038911	0.4189	0.178
POM121C	POR	0	Coding_Random	0.626261	0.458198	1	0.435	0.161	0.468	0	0.215	0.057	0.051864	0.41480145	0.29026115	0	0	0	0	0.20366436	0.0018849636	0.003109382	0.2679	0
HSPA14	EFNA4	0	Coding_Random	0.248378	0.013249	0	0.585	0.18	0.393	0	0.447	0.087	0.054615	0.991938	0.991432	0	0	0	0	0.05	0.000316	0.000552	0.5005	0
KCTD18	CTCFL	0	Coding_Random	0.2967908	0.08660415	0	0	0	0	0	0.311	0.095	0.096752	0.783558	0.782506	0	0	0	0	0	1.2e-05	9e-06	0.5168	0
FAM186A	ADAMTS2	0	Coding_Random	0.39728013	0.1492841	0	0.31760544	0.17861493	0.38689113	0.00019	0.50209296	0.220128	0.10149262	0.5630202	0.38995072	0	0	0.017567411	0	0	9e-06	1.3e-05	0.4604	0.09513257
USF3	RTF1	0	Coding_Random	0.28913727	0.08226856	0	0.214	0.26	0	0	0.48220995	0.20873445	0.10011662	0.6330667	0.36135122	0	0	0	0	0.2857	0.000203	0.00036	0.1855	0
CLEC7A	B4GALNT1	0	Coding_Random	0.395383	0.099546	0	0.128	0.144	0.49	0	0.172	0.028	0.096752	0.056074	0.056074	0	0	0	0	0.0476	9e-06	2e-06	0.5969	0.149
CARNS1	FCRLB	0	Coding_Random	0.311494	0.109307915	0	0	0	0.784	0	0.33665338	0.14225312	0.089848	0.022129	0.022129	0	0	0	0	0.1176	9e-06	7e-06	0.3508	0
MRM3	CEP170B	0	Coding_Random	0.37044224	0.13028754	0	0.3485273	0.17483588	0.4024416	0	0.5160446	0.23573776	0.093099214	0.57527125	0.40216324	0	0	0	0	0.1333	0.00013	7.4e-05	0.5153	0.067947045
TTC23L	ELF2	0	Coding_Random	0.35562992	0.12458953	0	1	0.193	0	0	0.6518237	0.32696044	0.109198	0.985385	0.985385	0	0	0	0	0.1667	0.0014261829	0.0023368297	0.5195	0
CENPA	RUBCN	0	Coding_Random	0.38552445	0.1487666	1	1	0.144	0.754	0	0.6709902	0.30567878	0.06694027	0.82106733	0.47352734	0	0	0	0	0.2727	5.6e-05	6.5e-05	0.5352	0
RUVBL1	DGKQ	0	Coding_Random	0.526685	0.248623	0	0.515	0.362	0.683	0	0.929	0.785	0.060174	1.000092	0.997704	0	0	0	0	0.1429	0.00532	0.009398	0.6203	0
C7orf50	CIP2A	0	Coding_Random	0.2857898	0.100897886	0	0.3054683	0.12395911	0.290335	0	0.40524316	0.19986632	0.11420347	0.35922453	0.34317657	0	0	0	0	0.1538	0.000613	0.000674	0.4652	0.007854273
CYP4F12	PDZD9	0	Coding_Random	0.41610885	0.16351412	0	0.31252745	0.17602344	0.39434582	0	0.4634812	0.21897088	0.09934445	0.545261	0.545261	0	0	0	0	0	2e-06	4e-06	0.4372	0.08817668
KRTAP10-10	SPAG11A	0	Coding_Random	0.26374644	0.07019567	0	0	0	0	0	0.24031179	0.090450205	0.12949806	0.039039	0.038986	0	0	0	0	0	4.6e-05	3.9e-05	0.50727826	0
UBE2W	DDX54	0	Coding_Random	0.210909	0.02188	0	0.402	0.352	0.751	0	0.679	0.409	0.060405	0.954559	0.954557	0	0	0	0	0.0476	0.000313	0.000537	0.7345	0
OR1E1	PDE6B	0	Coding_Random	0.642753	0.469204	0	0.062	0.536	1	0	0.621	0.437	0.023929	0.1112	0.1112	0	0	0	0	0	3e-06	5e-06	0.4535	0
TLR2	OR9A2	0	Coding_Random	0.80037	0.610366	0	0	0	1	0	0.306	0.148	0.070361584	0.000181	4e-06	0	0	0	0	0	3e-06	6e-06	0.5022283	0
SOX5	GLI3	0	Coding_Random	0.285297	0.071129	2	0.769	0.487	0	0	1.575	0.421	0.057007	1.999394	0.000596	0	0.263	0	0	0.3043	2.7e-05	4e-06	0.3615	0
FBP2	ADGRA3	0	Coding_Random	0.3033545	0.09939377	0	0	0	0	0	0.39172617	0.17655103	0.13372125	0.38175955	0.3432705	0	0	0	0	0	5.4e-05	9.6e-05	0.4783	0
RETNLB	TACC1	0	Coding_Random	0.251734	0.034832	0	0.477	1	0.314	0	0.209	0.127	0.095715	0.025068	0.005173	0	0	0.006001757	0	0.05	0.0017912418	0.0035504599	0.5626	1
CYP26B1	SCNN1D	0	Coding_Random	0.29114	0.010965	1	0.367	0.172	0.382	0	0.977	0.455	0.095715	0.954354	0.954354	0	0	0	0	0.2667	2e-06	3e-06	0.5014	0.329
GLYATL2	KIAA1257	0	Coding_Random	0.29427558	0.09197103	0	0.20410089	0.13134275	0.3001145	0	0.131	0.023	0.11958972	0	0	0	0	0	0	0	2.8e-05	4.9e-05	0.5413	0.025354372
GRHL3	COX15	0	Coding_Random	0.377072	0.082233	2	0.425	0.218	0.628	0	0.496	0.19	0.145827	0.995584	0.995584	0	0	0	0	0.0625	6.5e-05	0.000114	0.5046	0
P2RX7	AQP8	0	Coding_Random	0.327281	0.055885	0	0.501	0.229	0.707	0	0.169	0.051	0.057007	0.003852	0.003844	0	0	0	0	0	0.005800675	0.010030315	0.5568	0.094
WDR49	PACS1	0	Coding_Random	0.2963058	0.09774969	0	0.2433632	0.13125363	0.37755734	0	0.306	0.144	0.09488274	0.999906	0.999906	0	0	0.00063276745	0	0.08	0.000361	0.000635	0.6174	0.029625844
RAD51D	ABI3BP	0	Coding_Random	0.6005557	0.2054413	1	0.262	0	0.117	0	0.47740653	0.1935741	0.099011	1e-06	0	0	0	0	0	0.2857	0.000255	0.000436	0.4777	1
KLC2	PDZRN4	0	Coding_Random	0.239335	0.003442	0	0.29065382	0.15033111	0.4188153	0	0.329	0.121	0.135044	1.068108	0.926402	0	0	0	0	0	0.000178	0.000297	0.4868	0.025545312
PSME1	CSMD2	0	Coding_Random	0.219461	0.004131	0	0.43555734	0.18572752	0.4208249	0	0.914	0.05	0.098747	0.9361693	0.40103388	0	0	0.00275184	0	0.0357	0.0102	0.018096	0.5935	0.054404147
TIMP2	ZNF573	0	Coding_Random	0.2856226	0.07375731	0	0	0	0	0	0.468	0.046	0.085362	0.526868	0.526868	0	0	0	0	0.4375	0.000533	0.000943	0.4954	0
COQ8B	S1PR3	0	Coding_Random	0.3544013	0.12398381	0	0.181	0.248	0.25	0	0.53363186	0.25420514	0.09650371	0.6309968	0.44013038	0	0	0	0	0.2632	4.1e-05	5.3e-05	0.5716	0
GRIFIN	ENTPD2	0	Coding_Random	0.3893877	0.1443458	0	0.36970997	0.18317668	0.40314558	2.433955e-06	0.61192477	0.28342777	0.09090541	0.6709321	0.4301676	0	0	0	0	0.13974129	0.0014342088	0.002340522	0.48757514	0.08150388
NRG1	SLC25A27	0	Coding_Random	0.755118	0.461351	1	0	0.153	0.347	0	1.006	0.78	0.057007	1.108523	0.787074	0	0	0	0	0.1304	1.1e-05	2e-06	0.5326	1
SEL1L2	DLGAP5	0	Coding_Random	0.164089	0.015282	0	0.207	0.289	0.466	0	0.40579754	0.18427564	0.0355	1.7e-05	1.7e-05	0	0	0.0012815373	0	0.125	4e-05	6.9e-05	0.5366	0
ACP5	SCN10A	0	Coding_Random	0.351031	0.156934	0	0.165	0.231	0.303	0	0.294	0.032	0.09853	0.123568	0.123568	0	0	0	0	0	4.2e-05	5.9e-05	0.5551	0.275
ADAMTS2	CRB3	0	Coding_Random	0.40143	0.228265	0	0.158	0	0.444	0	0.346	0.192	0.109132	1.362185	0.622242	0	0	0	0	0.125	2.3e-05	1.2e-05	0.5687	0
SETD1B	KLHL36	0	Coding_Random	0.31817487	0.09714169	0	0	0	0	7.2e-05	0.51499504	0.23561402	0.09464	0.962382	0.91747	0	0	0.0038892801	0	0.2857	1.2e-05	5e-06	0.2752	0
OR10A7	ABCB11	0	Coding_Random	0.483353	0.301955	0	0.18	0	1	0	0.45707205	0.23894818	0.061529	0.2681	0.2681	0	0	0	0	0	0.0016954348	0.002762208	0.50989753	0
GLDC	CATSPERD	0	Coding_Random	0.3371347	0.12792629	0	0.606	0.247	0.484	0	0.3474287	0.1519833	0.114075	0	0	0	0	0	0	0	8.6e-05	0.000153	0.5205	0
PFKFB3	MTRR	0	Coding_Random	0.653053	0.042819	1	0.14	0.247	1	0	0.199	0.135	0.051489	0.048932	0.048931	0	0	0	0	0.0769	7.5e-05	4e-05	0.4046	0.354
FAM131B	ARL6IP6	0	Coding_Random	0.24769531	0.07018637	0	0.20057374	0.091600984	0.27955517	0	0.502	0.348	0.217226	1.092884	0.750973	0	0	0	0	0	3.6e-05	1e-05	0.552	0
HSPG2	GTPBP1	0	Coding_Random	0.867865	0.521885	1	0.257	0.273	0.333	0	1.086	0.59	0.057007	0.996196	0.996182	0	0	0	0	0.2083	0.001542	0.000459	0.4054	0
PIRT	MUC19	0	Coding_Random	0.35444012	0.12766895	0	0	0.238	1	3.1247248e-06	0.47106373	0.23968534	0.092319734	0.5279962	0.37169817	0	0.009852705	0	0	0	0.0010061339	0.0015711521	0.4661	0
RAG1	PRAMEF10	0	Coding_Random	0.31497285	0.11144457	0	0	0	0.506	0	0.253	0.181	0.094871	0.877493	0.873697	0	0	0	0	0	1e-06	1e-06	0.5203	0
TFDP2	APC	0	Coding_Random	0.753287	0.388567	1	0.57	0.269	0.468	0	1.41	0.476	0.022521	1.975088	0.024912	0	0.379	0	0	0	2.6e-05	7e-06	0.4678	0
MGST1	CSMD1	0	Coding_Random	0.353113	0.105227	0	0	0	0	0	0.276	0.062	0.064958	0.32925984	0.29480666	0	0	0	0	0	0.001482	0.002629	0.5589	0.673
ZNF462	MALSU1	0	Coding_Random	0.3144617	0.10038079	0	0.556	0.278	0.552	0	0.63863873	0.3146269	0.120035	1	1	0	0	0	0	0.3529	5.6e-05	7.4e-05	0.5008	0
KMT5B	TBC1D3H	0	Coding_Random	0.2850378	0.082648985	0	0.054	0	0	0	0.3441104	0.14680053	0.11996336	0.37278458	0.3002775	0	0	0	0	0.083978534	0.0011185225	0.001958811	0.49781024	0
OR4C45	ADGRG7	0	Coding_Random	0.5443357	0.22658832	0	0	1	0.611	9.77707e-06	0.5394274	0.24380665	0.048688278	0.62757844	0.40568444	0	0.045425437	0.0080698775	0	0.11712059	0.0015689599	0.0025534062	0.47325122	0
MARCHF4	OR6P1	0	Coding_Random	0.2947781	0.09299935	0	0.099	0	0.202	7.9964826e-07	0.4259935	0.21279165	0.11200498	0.49000418	0.38663924	0	0	0	0	0.1178592	0.0009055941	0.0015510782	0.49649772	0
SYNRG	NME8	0	Coding_Random	0.41712528	0.14581497	0	0.508	0.039	0.365	0	0.6836654	0.3229417	0.075522	0.972748	0.972748	0	0.276	0	0	0.13590144	0.0013783037	0.0019636215	0.57	0
NXPE4	HVCN1	0	Coding_Random	0.3879127	0.16171974	0	0.383	0.383	0.239	0	0.47449905	0.25906453	0.106253	0.750491	0.750491	0	0	0.0017355693	0	0	0.000391	0.000689	0.5363	0
FBN3	SNRNP200	0	Coding_Random	0.303789	0.03314	1	0.262	0	0.444	0	0.48237357	0.23087013	0.199181	1	1	0	0	0	0	0.1	0.001357	0.002402	0.4583	0.146
PIM1	FRMD1	0	Coding_Random	0.4636953	0.21672268	1	0	0	0	0	0.665	0.403	0.057007	0.886576	0.886576	0	0	0	0	0.1	8e-06	7e-06	0.5116	0
ERC1	IFT80	0	Coding_Random	0.33527	0.131493	2	0	0.207	0.52	0	0.491	0.113	0.123866	0.004124	0.004124	0	0	0	0	0.2632	0.00015	0.000255	0.5094	0.116
OR52A1	FAM217A	0	Coding_Random	0.3313053	0.11049698	0	0.30529422	0.1817841	0.40143386	0	0.3584787	0.15549418	0.10691689	0.001072	0.001068	0	0	0	0	0	0	0	0.1878	0.056101598
MAP4K3	SLC12A9	0	Coding_Random	0.265694	0.050445	0	0.055	0.158	0.081	0	0.69	0.29	0.080423	0.804703	0.804699	0	0	0	0	0.45	3.2e-05	1.2e-05	0.6191	0
SIAE	ZBTB6	0	Coding_Random	0.298195	0.090862	0	0.129	0	0.207	0	0.591	0.335	0.11271925	0.357933	0.357933	0	0	0	0	0.1538	0.002204	0.003901	0.5405	0
ANP32D	GLIPR1	0	Coding_Random	0.3523736	0.13079533	0	0.2690231	0.161768	0.37248445	0	0.143	0.053	0.09464	0.147937	0.147937	0	0	0	0	0	0.000288	0.000464	0.50558496	0.042497464
MOXD1	LRIG1	0	Coding_Random	0.436108	0.025896	0	0	0	0.526	0	0.74	0.534	0.057007	0.835794	0.835794	0	0	0	0	0.3	1.2e-05	1.4e-05	0.5401	0
GLIPR1	MMP26	0	Coding_Random	0.185882	0.020527	0	0	0.24	0.532	0	0.077	0.013	0.052784	0.022172	0.022172	0	0	0.0050422186	0	0.0714	1.3e-05	2.4e-05	0.6007	0.561
CYP2F1	FMO4	0	Coding_Random	0.124928296	0	0	0.722	0	0	0	0.049572386	0	0.352252	2.8e-05	2.8e-05	0	0.32	0.073598206	0	0.05	6e-06	4e-06	0.5303	0
SEMA3F	STOX2	0	Coding_Random	0.4380401	0.14821872	0	0.643	0.321	0.418	0	0.813	0.053	0.062799	1.963134	0.036701	0	0	0	0	0.0417	4e-06	5e-06	0.3822	0.116
LRRC27	PRELP	0	Coding_Random	0.32797992	0.11969347	0	0.38867173	0.27057213	0.52621883	9.1e-06	0.747	0.629	0.07152912	0.003736	0.003736	0	0	0	0.6	0.0588	0.001511	0.002679	0.4982	0.08013688
ASAH1	ITGAL	0	Coding_Random	0.710257	0.132188	1	0.176	0.254	0.471	0	0.276	0.024	0.052784	0.43034	0.43034	0	0	0	0	0.0909	0.001827	0.00217	0.5284	0.359
NDUFV1	DEAF1	0	Coding_Random	0.359694	0.159666	1	0.394	0.136	0.532	5.9e-05	0.263	0.009	0.095715	0.000291	9.5e-05	0	0	0	0	0.1765	0.001406	0.002447	0.2131	0.071
MAP7D1	MUC16	0	Coding_Random	0.30772057	0.09965478	0	0	0.199	0.298	0	0.133	0.031	0.087603	0.34714994	0.3290758	0	0	0	0	0	0.000216	0.000377	0.5553	0
KIF15	STK32C	0	Coding_Random	0.205049	0.015362	0	0.128	0.204	0	0	0.431	0.291	0.125475	0.30971	0.30971	0	0	0.0005518974	0	0.0769	0.000106	0.000136	0.5651	0
SND1	PRDM4	0	Coding_Random	0.242865	0.010249	0	0.449	0.2	0.555	0	0.92	0.482	0.060452	1.833114	0.16672	0	0	0	0	0.4667	0.004514	0.00797	0.435	0
SERPINA9	N4BP2L2	0	Coding_Random	0.155942	0.033163	0	0.207	0.293	0.325	0	0.176	0.096	0.11378231	3e-06	3e-06	0	0	0.0007565599	0	0	3e-06	5e-06	0.5482	0
ZNF555	MINDY4B	0	Coding_Random	0.29488865	0.105085135	0	0	0	0	1.292923e-06	0.3385105	0.16798745	0.118747726	0.33690846	0.29827338	0	0	0	0	0.1429	0.00088068255	0.0015557058	0.4956874	0
PI3	FKBP15	0	Coding_Random	0.491848	0.299852	0	0.262	0.341	0.394	0	0.837	0.219	0.096752	0.00564	0.00564	0	0	0	0	0.1053	0.001305	0.001059	0.5056	0
HKDC1	GTF2F1	0	Coding_Random	0.236735	0.006749	0	0.087	0.165	0.499	0	0.849	0.277	0.082041	0.028735	0.028735	0	0	0	0	0.0625	0.000422	0.000543	0.4735	0
HAS3	TESK1	0	Coding_Random	0.357375	0.097772	0	0.662	0.275	0.294	0	0.772	0.344	0.0929	1.268391	0.729616	0	0	0	0	0.0909	5e-06	1e-06	0.5183	0
NFXL1	STXBP4	0	Coding_Random	0.170983	0.011271	0	0.189	0.113	0.244	0	0.207	0.003	0.099534	0.007889	0.007889	0	0	0	0	0.4286	4.6e-05	4.7e-05	0.3986	0
CAP2	FARP2	0	Coding_Random	0.296986	0.086467	0	0.152	0.512	0.42	0	0.351	0.219	0.050673	0.410487	0.410487	0	0	0	0	0.04	0.000187	0.000235	0.551	0
CIC	PLEKHG4	0	Coding_Random	0.3413	0.009961	0	1	0	0	0	0.356	0.026	0.102117	0.999903	0.999903	0	0.479	0	0	0.2778	5.2e-05	7.9e-05	0.3526	0
DTX4	GART	0	Coding_Random	0.560221	0.351971	0	0.399	0.056	1	0	1.159	0.707	0.033388	0.6572	0.531088	0	0	0	0	0.0952	0.002259	0.004007	0.5991	0
TSPAN2	CHST2	0	Coding_Random	0.2677	0.020122	0	0.181	0	0.217	0	0.263	0.005	0.11771814	0.123906	0.123705	0	0	0	0	0.0556	1.7e-05	1.9e-05	0.4853	0
CRYGA	SQSTM1	0	Coding_Random	0.373835	0.100111	0	0.262	0.094	0.314	0	0.966	0.692	0.099026	0.003666	0.003412	0	0	0	0	0	0.000994	0.001151	0.5581	0.261
MICALL1	FOXRED2	0	Coding_Random	0.3278822	0.1118475	0	0.673	0.15	0.572	0	0.163	0.023	0.10619	0.007297	0.006534	0	0	0	0	0.08	9.3e-05	0.000144	0.3206	0
NUP210L	KIR3DL2	0	Coding_Random	0.24322045	0.05732206	0	0	0	0.222	0	0.137	0.025	0.1307063	0.365877	0.076596	0	0	0	0	0	9e-06	4e-06	0.5041	0
PHKG2	TAS2R16	0	Coding_Random	0.259251	0.133042	0	0.428	0.141	0.389	0	0.178	0.134	0.050673	0.036631	0.006638	0	0	0	0	0	3.8e-05	6.8e-05	0.4822	0
UPF3A	SYNPO	0	Coding_Random	0.259704	0.071058	0	0.65	0.055	0.608	0	0.417	0.285	0.103186	0.981062	0.979436	0	0	0	0	0.0588	0.000135	0.000193	0.5651	0
PIGU	TFB2M	0	Coding_Random	0.171148	0.051702	0	0.18	0.229	0.437	0	0.189	0.099	0.140757	0.813165	0.812973	0	0	0	0	0.2	0.000149	9.2e-05	0.5774	0
FRYL	LIMS1	0	Coding_Random	0.5444504	0.2531246	1	1	0.235	0.679	0	0.975	0.643	0.059425	1.347565	0.652435	0	0	0	0	0.1818	0.001305	0.001897	0.3017	0
CALHM2	CELA3B	0	Coding_Random	0.25564006	0.07703542	0	0	0.049	0.103	0	0.29631662	0.13013412	0.12704407	1e-06	1e-06	0	0	0	0	0.2632	3.7e-05	3.1e-05	0.572	0
PSMB10	TNRC18	0	Coding_Random	0.48551995	0.20822117	0	0.40749612	0.22403389	0.4868658	0	0.76796615	0.407434	0.040807	0.999997	0.999951	0	0	0	0	0	0.001864	0.003278	0.4821	0.12724592
